,id,is_closed,review_count,rating,Restaurant Category,Pickup Available,Delivery Available,Reservation Available,Price Level
813,_NUk_uXP4SKAbwZQHTwUGQ,0,409,4.0,seafood,0,0,0,High
815,SzvLc4Hq16k1PloXtbllkA,0,174,4.5,breakfast_brunch,0,0,0,Medium
816,SHzDmzr0K0tx_rzLavKx5w,0,31,4.0,salad,1,1,0,Medium
817,fr9rMkLY-jRztWrT8QgYmQ,0,451,4.0,burgers,1,1,0,Medium
818,0SN1d0Oc_651WZ9fnDFxig,0,479,4.0,bars,0,1,0,Medium
819,kAhUtTyuLEb3xY4FGHKiOA,0,394,3.5,bars,1,1,0,High
820,m3PvfN8v47y7boK5t2CXeg,0,354,4.0,thai,1,0,0,Medium
821,D3_a3c9ngBvfHKWVQOZhog,0,169,3.5,bars,1,1,0,Medium
822,acB0ChFUxJpVTFVcJ2t_XQ,0,437,4.0,seafood,0,0,0,High
823,tvO2ofDdgTkWrDyDHlTd3g,0,169,3.0,hotdogs,0,1,0,Medium
825,N0Wp7kut-SGcBNkZGhdZcA,0,129,3.5,pizza,1,1,0,Medium
826,ANYckegJ6A9GjDT16Z-RBA,0,253,4.0,bars,1,1,0,Medium
827,FJAPln5z1Y85RpQsnLuRzg,0,157,3.5,bbq,0,1,0,Medium
828,UQBzqAQXl5UMeuJOWGtoJA,0,152,3.5,wraps,0,1,0,Medium
829,8ZvGnlrkf6yvvDgsC7s29w,0,216,3.5,asianfusion,1,1,0,Medium
830,AJx-DvDj1_COW8ku3Fbd5A,0,50,3.0,chicken_wings,0,1,0,Low
831,oRK4Cvz7GdvfrE-6erT--g,0,234,4.0,gluten_free,1,1,0,Low
832,8EobQNL7qV37OmQbE-4Lxg,0,77,4.0,delis,1,1,0,Low
833,ebMVbmC-0n82x-cq4NnO4w,0,57,2.5,hotdogs,1,1,0,Low
834,zI7_iCkVD85jpg15wrGEnQ,0,99,3.0,cafes,1,1,0,Low
835,wpb2Yf71dKmxE8HolljrKg,0,142,2.5,hotdogs,1,1,0,Low
836,04OCsRfOYh4O-PLJTEFceg,0,43,2.0,burgers,0,1,0,Low
837,b9zUxyuAZCPz3OXjykYVjQ,0,28,3.0,icecream,1,1,0,Low
839,cjlF7hRSWtikQJwvHySvUA,0,225,3.0,soup,0,0,0,Medium
840,xUXwO2Tkny70Khz3MN-Kuw,0,161,3.0,chinese,1,1,0,Low
842,j7KJET9cwN_8qdw-S-83mQ,0,33,3.5,cheesesteaks,1,1,0,Medium
843,oibBVVdET2F3M6m_Pozvpg,0,225,2.5,tradamerican,1,1,0,Medium
844,Rt-2qjzpD8FhxKnT5Yzn3w,0,61,4.0,salad,1,0,0,Low
846,ZJQT8qHEMUEeVoR5sJ_xnw,0,31,3.0,hotdogs,0,1,0,Low
850,6kko__Bv_9QrreUGte89jA,0,24,3.0,salad,0,0,0,Low
851,4wC1ucrwHjtwNepKIIJNJg,0,15,3.0,italian,1,1,0,Low
852,byi_VwH3BZrJIAm7_9nFsA,0,36,1.5,movietheaters,0,0,0,Medium
853,E35MHanbKc4vwPodgHs7ng,0,91,2.5,chicken_wings,0,1,0,Medium
856,ZyLPQAyV4usZDWBAKT7l2Q,0,14,3.0,desserts,0,1,0,Low
857,IJRd9CkAFkCfCcrUH-LNng,0,10,1.5,hotdogs,0,1,0,Low
860,j37avD1FY1pr3aupWkCLUQ,0,13,3.0,desserts,1,1,0,Low
864,xXfAv99pscOkgqLTNj1s2w,0,17,2.0,sandwiches,0,0,0,Low
866,PCiTWqNtYXVATm2dAJPfIw,0,430,2.5,italian,1,1,0,Medium
867,1aV716ltx_wnpCRQ2qqCxA,0,99,4.0,sandwiches,1,1,0,Low
868,JxpsuUnC5aiTsfw_d8TyHg,0,78,4.0,salad,0,1,0,Low
870,IFlKhRQeY02-DvYwyidWVg,0,216,2.5,asianfusion,1,1,0,Medium
872,7rhEZOowuyG-tR0FKxRwsg,0,10,2.5,sandwiches,1,1,0,Low
873,NI5oFUFtNud1XWtKmwpHkw,0,161,3.0,tex-mex,1,1,0,Medium
875,WSJyrsPICp3Zgn9xku9FBA,0,100,1.5,coffee,0,1,0,Low
876,9BaVzWkwvyGDqXzrhWPh-g,0,1,3.0,seafood,0,0,0,Medium
878,mDucdauYh9ZYXNXKpm-yPA,0,358,4.0,turkish,1,0,0,Medium
879,T9OCOs5JyOv1PbHUFa8oEg,0,127,3.0,tradamerican,1,1,0,Medium
881,d4g1LzxLJNzEJ5NmnV0WTQ,0,718,3.5,cocktailbars,1,1,0,Medium
883,fMzms4DlNscaHjjtC_uFsQ,0,438,3.0,sushi,1,1,0,Medium
884,p-teu1Zk4UAFMUvxQ5vd2A,0,136,3.0,pubs,0,1,0,Medium
885,2MF61JoLIFKvpT9P1Egl-A,0,424,3.5,catering,0,1,0,Medium
886,65LT-CAFf_sdZpzfAB8xWg,0,319,3.5,breakfast_brunch,1,1,0,Medium
887,QD9CCBP3zW5eMGrQ-pLozQ,0,487,3.0,tradamerican,0,1,0,Medium
888,SjIPAWmmhRMsbDVnGbU34Q,0,210,3.5,breakfast_brunch,0,0,0,Medium
889,tw4b9_sbiPDSIRr9uxcqiw,0,121,3.5,soup,1,1,0,Medium
890,Ns_3CA-0JfKKzXOAVYWOhQ,0,131,4.0,bars,0,0,0,Medium
891,2pM19ps82tA6GhsR7Wav-g,0,438,2.5,venues,0,1,0,Medium
892,azu29xbMwwXSggNxGK8NTA,0,109,3.5,hotdogs,1,1,0,Low
893,ouCXOe0T3gLxC0gxLnaMsA,0,97,3.0,salad,1,1,0,Low
894,0qMbPbGoKnySSK9wjJ4tiA,0,62,3.5,sandwiches,0,1,0,Low
